,fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1_score
0,0.04289102554321289,0.005977153778076172,0.999,0.999,0.999,0.999
1,0.04288792610168457,0.005980014801025391,0.9975,0.9975,0.9975,0.9975
2,0.03793144226074219,0.00598454475402832,0.996,0.996,0.996,0.996
3,0.03989005088806152,0.004988431930541992,0.9995,0.9995,0.9995,0.9995
