,fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1_score
0,1.5878715515136719,0.3741486072540283,0.8877805486284289,0.8877805486284289,0.8877805486284289,0.8877805486284289
1,1.2045269012451172,0.3822507858276367,0.8877805486284289,0.8877805486284289,0.8877805486284289,0.8877805486284289
2,1.0380268096923828,0.14338946342468262,0.8877805486284289,0.8877805486284289,0.8877805486284289,0.8877805486284289
3,0.8367211818695068,0.10863208770751953,0.8875,0.8875,0.8875,0.8875
4,1.7972235679626465,0.5441365242004395,0.8875,0.8875,0.8875,0.8875
5,1.2123677730560303,0.4329676628112793,0.8875,0.8875,0.8875,0.8875
6,1.2116045951843262,0.5337429046630859,0.8875,0.8875,0.8875,0.8875
7,1.556534767150879,0.17084956169128418,0.8897243107769424,0.8897243107769424,0.8897243107769424,0.8897243107769424
8,0.4237487316131592,0.16666102409362793,0.8897243107769424,0.8897243107769424,0.8897243107769424,0.8897243107769424
9,0.37798404693603516,0.13489699363708496,0.8897243107769424,0.8897243107769424,0.8897243107769424,0.8897243107769424
