,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score
0,0.009128093719482422,0.0016193759521404023,0.0019573569297790527,0.0033902416509243465,1,10,"{'max_depth': 1, 'min_samples_split': 10}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
1,0.005984127521514893,8.15081258486351e-07,0.008227527141571045,0.0004317092743494108,1,30,"{'max_depth': 1, 'min_samples_split': 30}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
2,0.005983591079711914,7.539457464619588e-07,0.008228003978729248,0.00043157080050604745,1,50,"{'max_depth': 1, 'min_samples_split': 50}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
3,0.005733847618103027,0.0004320185606648688,0.03690105676651001,0.05009571818880964,1,70,"{'max_depth': 1, 'min_samples_split': 70}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
4,0.008976340293884277,0.005183180742907617,0.054104626178741455,0.04793608823393221,1,90,"{'max_depth': 1, 'min_samples_split': 90}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
5,0.005235731601715088,0.0004316393186756221,0.007480502128601074,0.0004987718526765104,1,110,"{'max_depth': 1, 'min_samples_split': 110}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
6,0.03515595197677612,0.04775958373017586,0.007230579853057861,0.0004316392199066565,1,130,"{'max_depth': 1, 'min_samples_split': 130}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
7,0.03141540288925171,0.044627121502692706,0.03191518783569336,0.0414584257201262,1,150,"{'max_depth': 1, 'min_samples_split': 150}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
8,0.005983948707580566,0.0012219308580457653,0.049368083477020264,0.04168302919365649,1,170,"{'max_depth': 1, 'min_samples_split': 170}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
9,0.006232917308807373,0.00108635029041984,0.027427196502685547,0.03483869480140236,1,190,"{'max_depth': 1, 'min_samples_split': 190}",0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226,0.8881118881118881,0.888,0.888,0.8888888888888888,0.88825,0.00037143801699096563,226
