,fit_time,score_time,test_accuracy,train_accuracy,test_precision,train_precision,test_recall,train_recall,test_f1_score,train_f1_score
0,0.13592028617858887,0.04697394371032715,0.942643391521197,0.9447068630175048,0.942643391521197,0.9447068630175048,0.942643391521197,0.9447068630175048,0.942643391521197,0.9447068630175048
1,0.1364285945892334,0.042975425720214844,0.9276807980049875,0.945540427896638,0.9276807980049875,0.945540427896638,0.9276807980049875,0.945540427896638,0.9276807980049875,0.945540427896638
2,0.14291787147521973,0.04548072814941406,0.9576059850374065,0.9424840233398166,0.9576059850374065,0.9424840233398166,0.9576059850374065,0.9424840233398166,0.9576059850374065,0.9424840233398166
3,0.13792014122009277,0.04597330093383789,0.9526184538653366,0.9424840233398166,0.9526184538653366,0.9424840233398166,0.9526184538653366,0.9424840233398166,0.9526184538653366,0.9424840233398166
4,0.15141963958740234,0.20388364791870117,0.9451371571072319,0.9435954431786607,0.9451371571072319,0.9435954431786607,0.9451371571072319,0.9435954431786607,0.9451371571072319,0.9435954431786607
5,0.1744067668914795,0.04397463798522949,0.9473684210526315,0.9430713690641489,0.9473684210526315,0.9430713690641489,0.9473684210526315,0.9430713690641489,0.9473684210526315,0.9430713690641489
6,0.13792061805725098,0.044973134994506836,0.9373433583959899,0.9447375728964177,0.9373433583959899,0.9447375728964177,0.9373433583959899,0.9447375728964177,0.9373433583959899,0.9447375728964177
7,0.13692164421081543,0.04348492622375488,0.949874686716792,0.9433490697028604,0.949874686716792,0.9433490697028604,0.949874686716792,0.9433490697028604,0.949874686716792,0.9433490697028604
8,0.13343048095703125,0.043975114822387695,0.9423558897243107,0.9439044709802833,0.9423558897243107,0.9439044709802833,0.9423558897243107,0.9439044709802833,0.9423558897243107,0.9439044709802833
9,0.1364290714263916,0.04497480392456055,0.9323308270676691,0.9455706748125521,0.9323308270676691,0.9455706748125521,0.9323308270676691,0.9455706748125521,0.9323308270676691,0.9455706748125521
