,Multi-level Perceptron,Decision Tree,KNN,Random Forest
fit_time,3.980021297931671,0.01656937599182129,0.02510315179824829,0.16316992044448853
score_time,0.01968139410018921,0.006683230400085449,0.3224143385887146,0.06279349327087402
test_accuracy,0.969755946023784,0.9882544710178841,0.96375093000372,0.9062563070252281
test_precision,0.969755946023784,0.9882544710178841,0.96375093000372,0.9062563070252281
test_recall,0.969755946023784,0.9882544710178841,0.96375093000372,0.9062563070252281
test_f1_score,0.969755946023784,0.9882544710178841,0.96375093000372,0.9062563070252281
