,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,mean_train_f1_score,std_train_f1_score
10,0.06373882293701172,0.0048086264678213735,1.8513851761817932,0.18391621063139138,51,{'n_neighbors': 51},0.913086913086913,0.908,0.901,0.9259259259259259,0.912,0.009109336459370163,11,0.9153051017005669,0.9146666666666666,0.9136666666666666,0.9126957680773076,0.914083550777802,0.0009914565021551492,0.913086913086913,0.908,0.901,0.9259259259259259,0.912,0.009109336459370163,11,0.9153051017005669,0.9146666666666666,0.9136666666666666,0.9126957680773076,0.914083550777802,0.0009914565021551492,0.913086913086913,0.908,0.901,0.9259259259259259,0.912,0.009109336459370163,11,0.9153051017005669,0.9146666666666666,0.9136666666666666,0.9126957680773076,0.914083550777802,0.0009914565021551492,0.913086913086913,0.908,0.901,0.9259259259259259,0.912,0.009109336459370163,11,0.9153051017005669,0.9146666666666666,0.9136666666666666,0.9126957680773076,0.914083550777802,0.0009914565021551492
11,0.07473123073577881,0.019121451865189053,1.8196805119514465,0.05856782297027958,56,{'n_neighbors': 56},0.9150849150849151,0.905,0.901,0.9259259259259259,0.91175,0.009656781286532516,12,0.914971657219073,0.913,0.9133333333333333,0.9103632122625791,0.9129170507037465,0.00165254882907066,0.9150849150849151,0.905,0.901,0.9259259259259259,0.91175,0.009656781286532516,12,0.914971657219073,0.913,0.9133333333333333,0.9103632122625791,0.9129170507037465,0.00165254882907066,0.9150849150849151,0.905,0.901,0.9259259259259259,0.91175,0.009656781286532516,12,0.914971657219073,0.913,0.9133333333333333,0.9103632122625791,0.9129170507037465,0.00165254882907066,0.915084915084915,0.905,0.901,0.9259259259259259,0.91175,0.009656781286532507,12,0.914971657219073,0.9130000000000001,0.9133333333333333,0.9103632122625791,0.9129170507037465,0.0016525488290706613
12,0.05924934148788452,0.0014695019820635043,1.837529480457306,0.179829542438163,61,{'n_neighbors': 61},0.9150849150849151,0.904,0.9,0.923923923923924,0.91075,0.009398324312929406,13,0.9129709903301101,0.9123333333333333,0.913,0.9073642119293569,0.9114171338982001,0.002355076049604643,0.9150849150849151,0.904,0.9,0.923923923923924,0.91075,0.009398324312929406,13,0.9129709903301101,0.9123333333333333,0.913,0.9073642119293569,0.9114171338982001,0.002355076049604643,0.9150849150849151,0.904,0.9,0.923923923923924,0.91075,0.009398324312929406,13,0.9129709903301101,0.9123333333333333,0.913,0.9073642119293569,0.9114171338982001,0.002355076049604643,0.915084915084915,0.904,0.9,0.923923923923924,0.91075,0.009398324312929394,13,0.9129709903301101,0.9123333333333333,0.9130000000000001,0.9073642119293569,0.9114171338982001,0.0023550760496046617
13,0.0672566294670105,0.008576716513451512,1.9059807062149048,0.15792036331434792,66,{'n_neighbors': 66},0.903096903096903,0.904,0.9,0.9119119119119119,0.90475,0.00439039153584709,14,0.9043014338112704,0.9126666666666666,0.9106666666666666,0.8997000999666778,0.9068337167778203,0.005148197623612891,0.903096903096903,0.904,0.9,0.9119119119119119,0.90475,0.00439039153584709,14,0.9043014338112704,0.9126666666666666,0.9106666666666666,0.8997000999666778,0.9068337167778203,0.005148197623612891,0.903096903096903,0.904,0.9,0.9119119119119119,0.90475,0.00439039153584709,14,0.9043014338112704,0.9126666666666666,0.9106666666666666,0.8997000999666778,0.9068337167778203,0.005148197623612891,0.903096903096903,0.904,0.9,0.9119119119119119,0.90475,0.00439039153584709,14,0.9043014338112705,0.9126666666666666,0.9106666666666666,0.8997000999666778,0.9068337167778204,0.005148197623612878
14,0.06798034906387329,0.015637714827997442,1.9684187769889832,0.24244469502325688,71,{'n_neighbors': 71},0.903096903096903,0.901,0.892,0.9119119119119119,0.902,0.0070772902892305934,15,0.9033011003667889,0.9106666666666666,0.9023333333333333,0.8980339886704432,0.903583772259308,0.004544529457915273,0.903096903096903,0.901,0.892,0.9119119119119119,0.902,0.0070772902892305934,15,0.9033011003667889,0.9106666666666666,0.9023333333333333,0.8980339886704432,0.903583772259308,0.004544529457915273,0.903096903096903,0.901,0.892,0.9119119119119119,0.902,0.0070772902892305934,15,0.9033011003667889,0.9106666666666666,0.9023333333333333,0.8980339886704432,0.903583772259308,0.004544529457915273,0.903096903096903,0.901,0.892,0.9119119119119119,0.902,0.0070772902892305934,15,0.9033011003667889,0.9106666666666666,0.9023333333333333,0.8980339886704432,0.903583772259308,0.004544529457915273
15,0.10399109125137329,0.06601986393821417,1.9189982414245605,0.09546711456134747,76,{'n_neighbors': 76},0.9010989010989011,0.894,0.892,0.9129129129129129,0.9,0.008182074428061726,16,0.9009669889963321,0.9006666666666666,0.9003333333333333,0.8977007664111962,0.8999169388518821,0.0012989901609673216,0.9010989010989011,0.894,0.892,0.9129129129129129,0.9,0.008182074428061726,16,0.9009669889963321,0.9006666666666666,0.9003333333333333,0.8977007664111962,0.8999169388518821,0.0012989901609673216,0.9010989010989011,0.894,0.892,0.9129129129129129,0.9,0.008182074428061726,16,0.9009669889963321,0.9006666666666666,0.9003333333333333,0.8977007664111962,0.8999169388518821,0.0012989901609673216,0.9010989010989011,0.894,0.892,0.9129129129129129,0.9,0.008182074428061726,16,0.9009669889963321,0.9006666666666666,0.9003333333333333,0.8977007664111963,0.8999169388518821,0.001298990160967274
16,0.06748819351196289,0.004160102219128465,1.9460051655769348,0.1155519936279482,81,{'n_neighbors': 81},0.9000999000999002,0.89,0.894,0.9099099099099099,0.8985,0.007501968043755229,17,0.8996332110703568,0.8973333333333333,0.9003333333333333,0.8960346551149617,0.8983336332129962,0.0017301447427248665,0.9000999000999002,0.89,0.894,0.9099099099099099,0.8985,0.007501968043755229,17,0.8996332110703568,0.8973333333333333,0.9003333333333333,0.8960346551149617,0.8983336332129962,0.0017301447427248665,0.9000999000999002,0.89,0.894,0.9099099099099099,0.8985,0.007501968043755229,17,0.8996332110703568,0.8973333333333333,0.9003333333333333,0.8960346551149617,0.8983336332129962,0.0017301447427248665,0.9000999000999,0.89,0.894,0.9099099099099099,0.8985,0.007501968043755223,17,0.8996332110703567,0.8973333333333333,0.9003333333333333,0.8960346551149617,0.8983336332129962,0.0017301447427248457
17,0.06175416707992554,0.002384956338909198,2.1262446641921997,0.27144050621800453,86,{'n_neighbors': 86},0.8981018981018981,0.888,0.893,0.9069069069069069,0.8965,0.006986845698597664,18,0.8996332110703568,0.896,0.8983333333333333,0.8937020993002333,0.8969171609259808,0.002267172142538568,0.8981018981018981,0.888,0.893,0.9069069069069069,0.8965,0.006986845698597664,18,0.8996332110703568,0.896,0.8983333333333333,0.8937020993002333,0.8969171609259808,0.002267172142538568,0.8981018981018981,0.888,0.893,0.9069069069069069,0.8965,0.006986845698597664,18,0.8996332110703568,0.896,0.8983333333333333,0.8937020993002333,0.8969171609259808,0.002267172142538568,0.8981018981018981,0.888,0.893,0.9069069069069068,0.8965,0.0069868456985976235,18,0.8996332110703567,0.8960000000000001,0.8983333333333333,0.8937020993002333,0.8969171609259808,0.002267172142538524
18,0.06223171949386597,0.007879270127253916,2.1088464856147766,0.15355995207553017,91,{'n_neighbors': 91},0.8981018981018981,0.889,0.892,0.9049049049049049,0.896,0.006095909030662039,19,0.8996332110703568,0.895,0.8966666666666666,0.8933688770409863,0.8961671886945024,0.0023160131105726934,0.8981018981018981,0.889,0.892,0.9049049049049049,0.896,0.006095909030662039,19,0.8996332110703568,0.895,0.8966666666666666,0.8933688770409863,0.8961671886945024,0.0023160131105726934,0.8981018981018981,0.889,0.892,0.9049049049049049,0.896,0.006095909030662039,19,0.8996332110703568,0.895,0.8966666666666666,0.8933688770409863,0.8961671886945024,0.0023160131105726934,0.8981018981018981,0.889,0.892,0.9049049049049049,0.896,0.006095909030662039,19,0.8996332110703567,0.895,0.8966666666666666,0.8933688770409864,0.8961671886945024,0.0023160131105726188
19,0.06627804040908813,0.022066066451204853,2.1659218668937683,0.1768006632418806,96,{'n_neighbors': 96},0.8911088911088911,0.876,0.887,0.9049049049049049,0.88975,0.010343052053974497,20,0.8919639879959986,0.8886666666666667,0.8966666666666666,0.8930356547817394,0.8925832440277678,0.00285491121563143,0.8911088911088911,0.876,0.887,0.9049049049049049,0.88975,0.010343052053974497,20,0.8919639879959986,0.8886666666666667,0.8966666666666666,0.8930356547817394,0.8925832440277678,0.00285491121563143,0.8911088911088911,0.876,0.887,0.9049049049049049,0.88975,0.010343052053974497,20,0.8919639879959986,0.8886666666666667,0.8966666666666666,0.8930356547817394,0.8925832440277678,0.00285491121563143,0.8911088911088911,0.8759999999999999,0.887,0.9049049049049049,0.88975,0.010343052053974533,20,0.8919639879959985,0.8886666666666667,0.8966666666666666,0.8930356547817395,0.8925832440277679,0.0028549112156314406
