,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,mean_train_f1_score,std_train_f1_score
59,0.03423118591308594,0.0017840095434336412,0.012742340564727783,0.00043130024336669373,5,190,"{'max_depth': 5, 'min_samples_split': 190}",0.977022977022977,0.975024975024975,0.966,0.9769539078156313,0.97375,0.004545802269336909,73,0.9793264421473825,0.9736578859619873,0.9723333333333334,0.980346435709527,0.9764160242880575,0.003471107838839743,0.977022977022977,0.975024975024975,0.966,0.9769539078156313,0.97375,0.004545802269336909,73,0.9793264421473825,0.9736578859619873,0.9723333333333334,0.980346435709527,0.9764160242880575,0.003471107838839743,0.977022977022977,0.975024975024975,0.966,0.9769539078156313,0.97375,0.004545802269336909,73,0.9793264421473825,0.9736578859619873,0.9723333333333334,0.980346435709527,0.9764160242880575,0.003471107838839743,0.977022977022977,0.975024975024975,0.966,0.9769539078156313,0.97375,0.004545802269336909,73,0.9793264421473825,0.9736578859619873,0.9723333333333334,0.980346435709527,0.9764160242880575,0.003471107838839743
60,0.03373152017593384,0.0012988888106510287,0.012992322444915771,0.0012227587832058795,5,210,"{'max_depth': 5, 'min_samples_split': 210}",0.977022977022977,0.973026973026973,0.966,0.9769539078156313,0.97325,0.004487576656273917,84,0.9793264421473825,0.970323441147049,0.9723333333333334,0.980346435709527,0.975582413084323,0.004328018318578815,0.977022977022977,0.973026973026973,0.966,0.9769539078156313,0.97325,0.004487576656273917,84,0.9793264421473825,0.970323441147049,0.9723333333333334,0.980346435709527,0.975582413084323,0.004328018318578815,0.977022977022977,0.973026973026973,0.966,0.9769539078156313,0.97325,0.004487576656273917,84,0.9793264421473825,0.970323441147049,0.9723333333333334,0.980346435709527,0.975582413084323,0.004328018318578815,0.977022977022977,0.973026973026973,0.966,0.9769539078156313,0.97325,0.004487576656273917,84,0.9793264421473825,0.970323441147049,0.9723333333333334,0.980346435709527,0.975582413084323,0.004328018318578815
61,0.05659693479537964,0.03663430632564058,0.015529930591583252,0.002755648323552489,5,230,"{'max_depth': 5, 'min_samples_split': 230}",0.977022977022977,0.973026973026973,0.966,0.9769539078156313,0.97325,0.004487576656273917,84,0.9793264421473825,0.970323441147049,0.9723333333333334,0.980346435709527,0.975582413084323,0.004328018318578815,0.977022977022977,0.973026973026973,0.966,0.9769539078156313,0.97325,0.004487576656273917,84,0.9793264421473825,0.970323441147049,0.9723333333333334,0.980346435709527,0.975582413084323,0.004328018318578815,0.977022977022977,0.973026973026973,0.966,0.9769539078156313,0.97325,0.004487576656273917,84,0.9793264421473825,0.970323441147049,0.9723333333333334,0.980346435709527,0.975582413084323,0.004328018318578815,0.977022977022977,0.973026973026973,0.966,0.9769539078156313,0.97325,0.004487576656273917,84,0.9793264421473825,0.970323441147049,0.9723333333333334,0.980346435709527,0.975582413084323,0.004328018318578815
62,0.04455232620239258,0.009834550648548237,0.015991508960723877,0.0034617517158448915,5,250,"{'max_depth': 5, 'min_samples_split': 250}",0.9760239760239761,0.9690309690309691,0.957,0.9729458917835672,0.96875,0.007222801695121924,97,0.9756585528509503,0.9636545515171724,0.968,0.9776815456362425,0.9712486625010912,0.005680084682695484,0.9760239760239761,0.9690309690309691,0.957,0.9729458917835672,0.96875,0.007222801695121924,97,0.9756585528509503,0.9636545515171724,0.968,0.9776815456362425,0.9712486625010912,0.005680084682695484,0.9760239760239761,0.9690309690309691,0.957,0.9729458917835672,0.96875,0.007222801695121924,97,0.9756585528509503,0.9636545515171724,0.968,0.9776815456362425,0.9712486625010912,0.005680084682695484,0.9760239760239761,0.9690309690309691,0.957,0.9729458917835672,0.96875,0.007222801695121924,97,0.9756585528509503,0.9636545515171724,0.968,0.9776815456362425,0.9712486625010912,0.005680084682695484
63,0.04176539182662964,0.008752690648481604,0.01399075984954834,0.0015801212554681396,5,270,"{'max_depth': 5, 'min_samples_split': 270}",0.968031968031968,0.9690309690309691,0.957,0.9729458917835672,0.96675,0.005920893194034825,105,0.9686562187395799,0.9636545515171724,0.968,0.9776815456362425,0.9694980789732487,0.00510070850513368,0.968031968031968,0.9690309690309691,0.957,0.9729458917835672,0.96675,0.005920893194034825,105,0.9686562187395799,0.9636545515171724,0.968,0.9776815456362425,0.9694980789732487,0.00510070850513368,0.968031968031968,0.9690309690309691,0.957,0.9729458917835672,0.96675,0.005920893194034825,105,0.9686562187395799,0.9636545515171724,0.968,0.9776815456362425,0.9694980789732487,0.00510070850513368,0.968031968031968,0.9690309690309691,0.957,0.9729458917835672,0.96675,0.005920893194034825,105,0.9686562187395799,0.9636545515171724,0.968,0.9776815456362425,0.9694980789732487,0.00510070850513368
64,0.03547978401184082,0.0024992231108139588,0.014242768287658691,0.0008272285978886424,5,290,"{'max_depth': 5, 'min_samples_split': 290}",0.968031968031968,0.9690309690309691,0.957,0.9679358717434869,0.9655,0.004926182274982336,113,0.9686562187395799,0.9636545515171724,0.968,0.9696868754163891,0.9674994114182853,0.0022998227382197323,0.968031968031968,0.9690309690309691,0.957,0.9679358717434869,0.9655,0.004926182274982336,113,0.9686562187395799,0.9636545515171724,0.968,0.9696868754163891,0.9674994114182853,0.0022998227382197323,0.968031968031968,0.9690309690309691,0.957,0.9679358717434869,0.9655,0.004926182274982336,113,0.9686562187395799,0.9636545515171724,0.968,0.9696868754163891,0.9674994114182853,0.0022998227382197323,0.968031968031968,0.9690309690309691,0.957,0.9679358717434869,0.9655,0.004926182274982336,113,0.9686562187395799,0.9636545515171724,0.968,0.969686875416389,0.9674994114182853,0.002299822738219706
65,0.06539660692214966,0.047767966370951646,0.01511913537979126,0.0032483253339027356,5,310,"{'max_depth': 5, 'min_samples_split': 310}",0.968031968031968,0.9690309690309691,0.935,0.9679358717434869,0.96,0.014440127139549336,121,0.9686562187395799,0.9636545515171724,0.947,0.9696868754163891,0.9622494114182853,0.009095081336592262,0.968031968031968,0.9690309690309691,0.935,0.9679358717434869,0.96,0.014440127139549336,121,0.9686562187395799,0.9636545515171724,0.947,0.9696868754163891,0.9622494114182853,0.009095081336592262,0.968031968031968,0.9690309690309691,0.935,0.9679358717434869,0.96,0.014440127139549336,121,0.9686562187395799,0.9636545515171724,0.947,0.9696868754163891,0.9622494114182853,0.009095081336592262,0.968031968031968,0.9690309690309691,0.935,0.9679358717434869,0.96,0.014440127139549336,121,0.9686562187395799,0.9636545515171724,0.9469999999999998,0.969686875416389,0.9622494114182852,0.009095081336592285
66,0.032502949237823486,0.0016777885585848604,0.01251518726348877,0.0011346976349449044,5,330,"{'max_depth': 5, 'min_samples_split': 330}",0.968031968031968,0.9470529470529471,0.935,0.9438877755511023,0.9485,0.012118739603493247,145,0.9686562187395799,0.942647549183061,0.947,0.9543637574950034,0.9531668813544111,0.009874700756201294,0.968031968031968,0.9470529470529471,0.935,0.9438877755511023,0.9485,0.012118739603493247,145,0.9686562187395799,0.942647549183061,0.947,0.9543637574950034,0.9531668813544111,0.009874700756201294,0.968031968031968,0.9470529470529471,0.935,0.9438877755511023,0.9485,0.012118739603493247,145,0.9686562187395799,0.942647549183061,0.947,0.9543637574950034,0.9531668813544111,0.009874700756201294,0.968031968031968,0.9470529470529471,0.935,0.9438877755511023,0.9485,0.012118739603493247,145,0.9686562187395799,0.942647549183061,0.9469999999999998,0.9543637574950035,0.953166881354411,0.009874700756201315
67,0.03204071521759033,0.001245639269014527,0.013513565063476562,0.0010831723274145552,5,350,"{'max_depth': 5, 'min_samples_split': 350}",0.9600399600399601,0.9470529470529471,0.935,0.9438877755511023,0.9465,0.008984430612644301,153,0.9479826608869624,0.942647549183061,0.947,0.9543637574950034,0.9479984918912567,0.004187673302391047,0.9600399600399601,0.9470529470529471,0.935,0.9438877755511023,0.9465,0.008984430612644301,153,0.9479826608869624,0.942647549183061,0.947,0.9543637574950034,0.9479984918912567,0.004187673302391047,0.9600399600399601,0.9470529470529471,0.935,0.9438877755511023,0.9465,0.008984430612644301,153,0.9479826608869624,0.942647549183061,0.947,0.9543637574950034,0.9479984918912567,0.004187673302391047,0.9600399600399601,0.9470529470529471,0.935,0.9438877755511023,0.9465,0.008984430612644301,153,0.9479826608869624,0.942647549183061,0.9469999999999998,0.9543637574950035,0.9479984918912567,0.004187673302391096
68,0.0399860143661499,0.005098910606224742,0.013504326343536377,0.002679238981725059,5,370,"{'max_depth': 5, 'min_samples_split': 370}",0.9600399600399601,0.9470529470529471,0.935,0.9438877755511023,0.9465,0.008984430612644301,153,0.9479826608869624,0.942647549183061,0.947,0.9543637574950034,0.9479984918912567,0.004187673302391047,0.9600399600399601,0.9470529470529471,0.935,0.9438877755511023,0.9465,0.008984430612644301,153,0.9479826608869624,0.942647549183061,0.947,0.9543637574950034,0.9479984918912567,0.004187673302391047,0.9600399600399601,0.9470529470529471,0.935,0.9438877755511023,0.9465,0.008984430612644301,153,0.9479826608869624,0.942647549183061,0.947,0.9543637574950034,0.9479984918912567,0.004187673302391047,0.9600399600399601,0.9470529470529471,0.935,0.9438877755511023,0.9465,0.008984430612644301,153,0.9479826608869624,0.942647549183061,0.9469999999999998,0.9543637574950035,0.9479984918912567,0.004187673302391096
