,fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1_score
0,0.3662545680999756,0.14806628227233887,0.8952618453865336,0.8952618453865336,0.8952618453865336,0.8952618453865336
1,0.3713345527648926,0.14358043670654297,0.8952618453865336,0.8952618453865336,0.8952618453865336,0.8952618453865336
2,0.3734438419342041,0.15046143531799316,0.8952618453865336,0.8952618453865336,0.8952618453865336,0.8952618453865336
3,0.36530566215515137,0.15136218070983887,0.8952618453865336,0.8952618453865336,0.8952618453865336,0.8952618453865336
4,0.38141798973083496,0.15357708930969238,0.8952618453865336,0.8952618453865336,0.8952618453865336,0.8952618453865336
5,0.37235593795776367,0.14155006408691406,0.8972431077694235,0.8972431077694235,0.8972431077694235,0.8972431077694235
6,0.40372514724731445,0.16167378425598145,0.8972431077694235,0.8972431077694235,0.8972431077694235,0.8972431077694235
7,0.370851993560791,0.14933061599731445,0.8972431077694235,0.8972431077694235,0.8972431077694235,0.8972431077694235
8,0.2476356029510498,0.10579133033752441,0.8972431077694235,0.8972431077694235,0.8972431077694235,0.8972431077694235
9,0.25901103019714355,0.10673880577087402,0.8972431077694235,0.8972431077694235,0.8972431077694235,0.8972431077694235
