,fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1_score
0,0.2229924201965332,0.01994776725769043,0.961,0.961,0.961,0.961
1,0.21800613403320312,0.019945859909057617,0.9615,0.9615,0.9615,0.9615
2,0.2200009822845459,0.019946813583374023,0.952,0.952,0.952,0.952
3,0.2170088291168213,0.01994633674621582,0.9515,0.9515,0.9515,0.9514999999999999
