,fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1_score
0,0.2453138828277588,0.018949508666992188,0.988,0.988,0.988,0.988
1,0.265291690826416,0.018942832946777344,0.982,0.982,0.982,0.982
2,0.2433469295501709,0.018948793411254883,0.972,0.972,0.972,0.972
3,0.24933075904846191,0.018949031829833984,0.9785,0.9785,0.9785,0.9785
