,fit_time,score_time,test_accuracy,train_accuracy,test_precision,train_precision,test_recall,train_recall,test_f1_score,train_f1_score
0,0.03997468948364258,0.008994340896606445,0.9700598802395209,1.0,0.9700598802395209,1.0,0.9700598802395209,1.0,0.9700598802395209,1.0
1,0.03797626495361328,0.007994890213012695,0.9590409590409591,1.0,0.9590409590409591,1.0,0.9590409590409591,1.0,0.9590409590409591,1.0
2,0.04297614097595215,0.008995771408081055,0.965965965965966,1.0,0.965965965965966,1.0,0.965965965965966,1.0,0.965965965965966,1.0
3,0.04597592353820801,0.007992982864379883,0.9679358717434869,1.0,0.9679358717434869,1.0,0.9679358717434869,1.0,0.9679358717434869,1.0
