,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score
10,0.01611649990081787,0.0035426567750258147,0.7441145181655884,0.017662889658114116,51,{'n_neighbors': 51},0.9031936127744511,0.919080919080919,0.91991991991992,0.906813627254509,0.91225,0.007368076191599578,11,0.9031936127744511,0.919080919080919,0.91991991991992,0.906813627254509,0.91225,0.007368076191599578,11,0.9031936127744511,0.919080919080919,0.91991991991992,0.906813627254509,0.91225,0.007368076191599578,11,0.9031936127744511,0.919080919080919,0.91991991991992,0.906813627254509,0.91225,0.007368076191599578,11
11,0.02177250385284424,0.010227909146958335,0.8706242442131042,0.05889492029697675,56,{'n_neighbors': 56},0.8922155688622755,0.9180819180819181,0.9179179179179179,0.9028056112224448,0.90775,0.01091258129764154,12,0.8922155688622755,0.9180819180819181,0.9179179179179179,0.9028056112224448,0.90775,0.01091258129764154,12,0.8922155688622755,0.9180819180819181,0.9179179179179179,0.9028056112224448,0.90775,0.01091258129764154,12,0.8922155688622756,0.9180819180819181,0.9179179179179179,0.9028056112224448,0.90775,0.0109125812976415,12
12,0.0229872465133667,0.010335969637326595,0.8142254948616028,0.024517756532928096,61,{'n_neighbors': 61},0.8852295409181636,0.9080919080919081,0.914914914914915,0.9028056112224448,0.90275,0.010999831744289468,13,0.8852295409181636,0.9080919080919081,0.914914914914915,0.9028056112224448,0.90275,0.010999831744289468,13,0.8852295409181636,0.9080919080919081,0.914914914914915,0.9028056112224448,0.90275,0.010999831744289468,13,0.8852295409181636,0.9080919080919081,0.914914914914915,0.9028056112224448,0.90275,0.010999831744289468,13
13,0.020926594734191895,0.006819514788643892,0.8393017053604126,0.055035995459468336,66,{'n_neighbors': 66},0.8842315369261478,0.9020979020979021,0.8958958958958959,0.8977955911823647,0.895,0.006618607051300219,14,0.8842315369261478,0.9020979020979021,0.8958958958958959,0.8977955911823647,0.895,0.006618607051300219,14,0.8842315369261478,0.9020979020979021,0.8958958958958959,0.8977955911823647,0.895,0.006618607051300219,14,0.8842315369261476,0.9020979020979021,0.8958958958958959,0.8977955911823647,0.895,0.006618607051300264,14
14,0.014851510524749756,0.004337985531702792,0.5973386168479919,0.0837588150963494,71,{'n_neighbors': 71},0.8832335329341318,0.9000999000999002,0.8938938938938938,0.8977955911823647,0.89375,0.006471738239503779,15,0.8832335329341318,0.9000999000999002,0.8938938938938938,0.8977955911823647,0.89375,0.006471738239503779,15,0.8832335329341318,0.9000999000999002,0.8938938938938938,0.8977955911823647,0.89375,0.006471738239503779,15,0.8832335329341318,0.9000999000999,0.8938938938938938,0.8977955911823647,0.89375,0.006471738239503752,15
15,0.0070397257804870605,0.0033273320775365897,0.6700063943862915,0.14361977204300108,76,{'n_neighbors': 76},0.8832335329341318,0.8921078921078921,0.8888888888888888,0.8867735470941884,0.88775,0.003228653385867141,16,0.8832335329341318,0.8921078921078921,0.8888888888888888,0.8867735470941884,0.88775,0.003228653385867141,16,0.8832335329341318,0.8921078921078921,0.8888888888888888,0.8867735470941884,0.88775,0.003228653385867141,16,0.8832335329341318,0.892107892107892,0.8888888888888888,0.8867735470941884,0.88775,0.003228653385867103,16
16,0.01006174087524414,0.001432886506446504,0.6131998896598816,0.05699030695600506,81,{'n_neighbors': 81},0.8792415169660679,0.8921078921078921,0.8878878878878879,0.8857715430861723,0.88625,0.004649589879396608,17,0.8792415169660679,0.8921078921078921,0.8878878878878879,0.8857715430861723,0.88625,0.004649589879396608,17,0.8792415169660679,0.8921078921078921,0.8878878878878879,0.8857715430861723,0.88625,0.004649589879396608,17,0.8792415169660679,0.892107892107892,0.8878878878878879,0.8857715430861723,0.88625,0.004649589879396572,17
17,0.012217402458190918,0.0033098341687277234,0.6904695630073547,0.06564904211805506,86,{'n_neighbors': 86},0.8812375249500998,0.8871128871128872,0.8888888888888888,0.8807615230460922,0.8845,0.003559858776350652,19,0.8812375249500998,0.8871128871128872,0.8888888888888888,0.8807615230460922,0.8845,0.003559858776350652,19,0.8812375249500998,0.8871128871128872,0.8888888888888888,0.8807615230460922,0.8845,0.003559858776350652,19,0.8812375249500998,0.8871128871128872,0.8888888888888888,0.8807615230460922,0.8845,0.003559858776350652,19
18,0.007202208042144775,0.0005476412841027894,0.7551698088645935,0.041899842854615704,91,{'n_neighbors': 91},0.8812375249500998,0.8891108891108891,0.8878878878878879,0.8797595190380761,0.8845,0.004057095993960786,19,0.8812375249500998,0.8891108891108891,0.8878878878878879,0.8797595190380761,0.8845,0.004057095993960786,19,0.8812375249500998,0.8891108891108891,0.8878878878878879,0.8797595190380761,0.8845,0.004057095993960786,19,0.8812375249500998,0.8891108891108891,0.8878878878878879,0.8797595190380761,0.8845,0.004057095993960786,19
19,0.013443470001220703,0.004426857173773918,0.708351194858551,0.0280379452846042,96,{'n_neighbors': 96},0.8812375249500998,0.8921078921078921,0.8878878878878879,0.8777555110220441,0.88475,0.005595006594119304,18,0.8812375249500998,0.8921078921078921,0.8878878878878879,0.8777555110220441,0.88475,0.005595006594119304,18,0.8812375249500998,0.8921078921078921,0.8878878878878879,0.8777555110220441,0.88475,0.005595006594119304,18,0.8812375249500998,0.892107892107892,0.8878878878878879,0.877755511022044,0.88475,0.005595006594119301,18
